ns,total,read,write,time
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:49Z
ycsb.usertable,27438ms,3457ms,23981ms,2019-11-27T13:34:51Z
local.oplog.rs,7ms,7ms,0ms,2019-11-27T13:34:51Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:34:51Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:34:51Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:34:51Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:34:51Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:34:51Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:34:51Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:34:51Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:51Z
ycsb.usertable,16343ms,1556ms,14787ms,2019-11-27T13:34:52Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T13:34:52Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:34:52Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:34:52Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:34:52Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:34:52Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:34:52Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:34:52Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:34:52Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:52Z
ycsb.usertable,20811ms,2691ms,18119ms,2019-11-27T13:34:53Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:34:53Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:34:53Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:34:53Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:34:53Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:34:53Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:34:53Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:34:53Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:34:53Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:53Z
ycsb.usertable,13753ms,245ms,13507ms,2019-11-27T13:34:54Z
local.oplog.rs,910ms,910ms,0ms,2019-11-27T13:34:54Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:34:54Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:34:54Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:34:54Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:34:54Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:34:54Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:34:54Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:34:54Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:54Z
ycsb.usertable,18443ms,474ms,17969ms,2019-11-27T13:34:55Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:34:55Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:34:55Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:34:55Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:34:55Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:34:55Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:34:55Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:34:55Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:34:55Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:55Z
ycsb.usertable,13248ms,871ms,12377ms,2019-11-27T13:34:56Z
local.oplog.rs,255ms,255ms,0ms,2019-11-27T13:34:56Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:34:56Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:34:56Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:34:56Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:34:56Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:34:56Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:34:56Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:34:56Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:56Z
ycsb.usertable,13735ms,537ms,13197ms,2019-11-27T13:34:57Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:34:57Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:34:57Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:34:57Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:34:57Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:34:57Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:34:57Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:34:57Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:34:57Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:57Z
ycsb.usertable,15937ms,524ms,15413ms,2019-11-27T13:34:58Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:34:58Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:34:58Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:34:58Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:34:58Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:34:58Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:34:58Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:34:58Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:34:58Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:58Z
ycsb.usertable,24819ms,3259ms,21560ms,2019-11-27T13:34:59Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T13:34:59Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:34:59Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:34:59Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:34:59Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:34:59Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:34:59Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:34:59Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:34:59Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:34:59Z
ycsb.usertable,20605ms,897ms,19707ms,2019-11-27T13:35:00Z
local.oplog.rs,6ms,6ms,0ms,2019-11-27T13:35:00Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:00Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:00Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:00Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:00Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:00Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:00Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:00Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:00Z
ycsb.usertable,11437ms,1041ms,10396ms,2019-11-27T13:35:01Z
local.oplog.rs,6ms,6ms,0ms,2019-11-27T13:35:01Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:01Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:01Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:01Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:01Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:01Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:01Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:01Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:01Z
ycsb.usertable,20037ms,1569ms,18468ms,2019-11-27T13:35:02Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T13:35:02Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:02Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:02Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:02Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:02Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:02Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:02Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:02Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:02Z
ycsb.usertable,17226ms,1268ms,15957ms,2019-11-27T13:35:04Z
local.oplog.rs,1505ms,1505ms,0ms,2019-11-27T13:35:04Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:04Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:04Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:04Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:04Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:04Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:04Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:04Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:04Z
ycsb.usertable,14932ms,554ms,14378ms,2019-11-27T13:35:05Z
local.oplog.rs,142ms,142ms,0ms,2019-11-27T13:35:05Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:05Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:05Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:05Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:05Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:05Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:05Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:05Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:05Z
ycsb.usertable,14035ms,678ms,13356ms,2019-11-27T13:35:06Z
local.oplog.rs,518ms,518ms,0ms,2019-11-27T13:35:06Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:06Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:06Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:06Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:06Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:06Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:06Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:06Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:06Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:07Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:07Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:07Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:07Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:07Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:07Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:35:07Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:07Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:07Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:07Z
ycsb.usertable,11491ms,1726ms,9765ms,2019-11-27T13:35:08Z
local.oplog.rs,11ms,11ms,0ms,2019-11-27T13:35:08Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:08Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:08Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:08Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:08Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:08Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:08Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:08Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:08Z
ycsb.usertable,17935ms,849ms,17085ms,2019-11-27T13:35:09Z
local.oplog.rs,660ms,660ms,0ms,2019-11-27T13:35:09Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:09Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:09Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:09Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:09Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:09Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:09Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:09Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:09Z
ycsb.usertable,12562ms,832ms,11729ms,2019-11-27T13:35:10Z
local.oplog.rs,333ms,333ms,0ms,2019-11-27T13:35:10Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:10Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:10Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:10Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:10Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:10Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:10Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:10Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:10Z
ycsb.usertable,13496ms,272ms,13223ms,2019-11-27T13:35:11Z
local.oplog.rs,8ms,8ms,0ms,2019-11-27T13:35:11Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:11Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:11Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:11Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:11Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:11Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:11Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:11Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:11Z
ycsb.usertable,17967ms,756ms,17210ms,2019-11-27T13:35:12Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:12Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:12Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:12Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:12Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:12Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:12Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:12Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:12Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:12Z
ycsb.usertable,18781ms,947ms,17833ms,2019-11-27T13:35:13Z
local.oplog.rs,431ms,431ms,0ms,2019-11-27T13:35:13Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:13Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:13Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:13Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:13Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:13Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:13Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:13Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:13Z
ycsb.usertable,9389ms,443ms,8945ms,2019-11-27T13:35:14Z
local.oplog.rs,149ms,149ms,0ms,2019-11-27T13:35:14Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:14Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:14Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:14Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:14Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:14Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:14Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:14Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:14Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:15Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:15Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:15Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:15Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:15Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:15Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:15Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:15Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:15Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:15Z
ycsb.usertable,3658ms,868ms,2790ms,2019-11-27T13:35:16Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:16Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:16Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:16Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:16Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:16Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:16Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:16Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:16Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:16Z
ycsb.usertable,14842ms,606ms,14236ms,2019-11-27T13:35:17Z
local.oplog.rs,574ms,574ms,0ms,2019-11-27T13:35:17Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:17Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:17Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:17Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:17Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:17Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:17Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:17Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:17Z
ycsb.usertable,15707ms,1121ms,14586ms,2019-11-27T13:35:18Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T13:35:18Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:18Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:18Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:18Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:18Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:18Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:18Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:18Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:18Z
ycsb.usertable,16004ms,458ms,15545ms,2019-11-27T13:35:19Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:35:19Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:19Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:19Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:19Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:19Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:19Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:19Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:19Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:19Z
ycsb.usertable,14469ms,3ms,14466ms,2019-11-27T13:35:20Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:35:20Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:20Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:20Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:20Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:20Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:20Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:20Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:20Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:20Z
ycsb.usertable,15249ms,292ms,14956ms,2019-11-27T13:35:21Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:35:21Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:21Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:21Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:21Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:21Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:21Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:21Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:21Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:21Z
ycsb.usertable,18358ms,722ms,17636ms,2019-11-27T13:35:22Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:35:22Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:22Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:22Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:22Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:22Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:22Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:22Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:22Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:22Z
ycsb.usertable,20072ms,1173ms,18898ms,2019-11-27T13:35:23Z
local.oplog.rs,14ms,14ms,0ms,2019-11-27T13:35:23Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:23Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:23Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:23Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:23Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:23Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:23Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:23Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:23Z
ycsb.usertable,11245ms,341ms,10904ms,2019-11-27T13:35:24Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:35:24Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:24Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:24Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:24Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:24Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:24Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:24Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:24Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:24Z
ycsb.usertable,15633ms,52ms,15581ms,2019-11-27T13:35:25Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:35:25Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:25Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:25Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:25Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:25Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:25Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:25Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:25Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:25Z
ycsb.usertable,15889ms,4ms,15885ms,2019-11-27T13:35:26Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T13:35:26Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:26Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:26Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:26Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:26Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:26Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:26Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:26Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:26Z
ycsb.usertable,31962ms,122ms,31839ms,2019-11-27T13:35:27Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T13:35:27Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:27Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:27Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:27Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:27Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:27Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:27Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:27Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:27Z
ycsb.usertable,15151ms,1971ms,13180ms,2019-11-27T13:35:28Z
local.oplog.rs,19ms,19ms,0ms,2019-11-27T13:35:28Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:28Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:28Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:28Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:28Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:28Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:28Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:28Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:28Z
ycsb.usertable,16403ms,311ms,16091ms,2019-11-27T13:35:29Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:35:29Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:29Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:29Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:29Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:29Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:29Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:29Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:29Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:29Z
ycsb.usertable,14937ms,3ms,14933ms,2019-11-27T13:35:30Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:35:30Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:30Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:30Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:30Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:30Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:30Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:30Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:30Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:30Z
ycsb.usertable,14937ms,4ms,14933ms,2019-11-27T13:35:31Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:35:31Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T13:35:31Z
