usr,sys,idl,wai,stl,read,writ,recv,send,in,out,int,csw,
18,6,3,73,0,12M,1212k,132k,330k,0,0,4484,5057
18,7,1,73,0,11M,556k,251k,452k,0,0,5160,5515
18,7,4,70,0,10M,564k,239k,472k,0,0,5117,5478
18,7,1,73,0,12M,564k,290k,481k,0,0,5496,5999
19,7,4,71,0,11M,488k,239k,416k,0,0,4913,5218
19,6,2,73,0,11M,3188k,103k,238k,0,0,4595,5527
12,6,3,79,0,11M,3548k,152k,369k,0,0,4179,5218
21,5,2,72,0,12M,2892k,377k,489k,0,0,5766,6145
19,8,1,72,0,12M,1960k,314k,531k,0,0,5890,6595
17,5,0,78,0,12M,624k,303k,492k,0,0,5994,6780
21,7,1,72,0,11M,1836k,278k,486k,0,0,5784,6600
16,7,0,77,0,12M,512k,266k,436k,0,0,5803,6880
19,8,1,72,0,11M,1048k,337k,543k,0,0,5806,6499
10,4,4,83,0,11M,4308k,329k,393k,0,0,4277,4937
14,4,0,81,0,10M,4776k,225k,442k,0,0,4887,5608
20,7,0,73,0,12M,676k,371k,577k,0,0,5891,6428
18,8,0,74,0,12M,676k,210k,464k,0,0,5074,5424
17,7,2,74,0,12M,692k,251k,464k,0,0,5170,5438
17,6,0,76,0,12M,608k,314k,535k,0,0,5749,6371
16,6,0,78,0,12M,336k,278k,548k,0,0,5768,6666
19,7,0,75,0,11M,1288k,235k,422k,0,0,5044,5321
17,7,0,76,0,10M,13M,108k,226k,0,0,4411,5107
18,6,0,76,0,11M,3548k,291k,484k,0,0,5524,6064
13,6,0,80,0,12M,920k,339k,485k,0,0,5043,5752
18,7,0,75,0,11M,2460k,256k,483k,0,0,5507,6023
18,7,0,75,0,13M,816k,312k,441k,0,0,6130,7311
15,8,3,75,0,13M,764k,381k,598k,0,0,6165,7273
10,5,5,80,0,11M,1372k,248k,375k,0,0,4321,5076
18,7,0,75,0,12M,1984k,251k,474k,0,0,5132,5847
18,7,0,75,0,13M,320k,228k,468k,0,0,5392,5824
16,6,3,75,0,12M,1960k,299k,489k,0,0,5195,5816
18,7,3,72,0,11M,2652k,149k,251k,0,0,4397,5369
19,7,0,74,0,11M,1824k,380k,535k,0,0,5636,6152
14,5,0,81,0,12M,592k,332k,579k,0,0,5342,5864
19,7,0,73,0,12M,776k,337k,514k,0,0,5850,6462
12,5,0,83,0,12M,504k,219k,462k,0,0,4624,5192
18,8,0,73,0,12M,1016k,331k,517k,0,0,6344,7556
18,5,0,77,0,11M,988k,298k,503k,0,0,5462,6145
20,6,1,74,0,12M,1380k,258k,464k,0,0,5227,5610
19,6,2,74,0,12M,2300k,229k,407k,0,0,5392,6132
18,7,0,75,0,12M,1284k,136k,301k,0,0,4396,5097
14,6,0,79,0,12M,1196k,305k,528k,0,0,5928,7565
20,6,0,74,0,12M,2804k,321k,515k,0,0,5381,5765
16,5,1,78,0,11M,2500k,365k,600k,0,0,5996,6826
19,8,0,73,0,11M,2280k,382k,523k,0,0,6039,6881
18,7,0,75,0,12M,1000k,276k,507k,0,0,5560,6064
18,7,0,76,0,12M,604k,227k,397k,0,0,5024,5714
14,5,3,79,0,13M,1440k,239k,460k,0,0,4524,5234
20,7,1,72,0,12M,700k,305k,488k,0,0,6277,7537
17,6,3,74,0,13M,544k,384k,571k,0,0,5645,6275
19,6,0,74,0,12M,1180k,338k,504k,0,0,5602,5961
14,6,5,75,0,12M,2888k,223k,367k,0,0,4753,6034
14,6,0,81,0,12M,1712k,272k,490k,0,0,4999,5304
21,7,1,72,0,14M,1040k,365k,517k,0,0,5550,6077
18,6,2,74,0,12M,1296k,286k,523k,0,0,5668,6157
13,4,0,83,0,12M,1528k,287k,499k,0,0,5748,7188
19,7,0,74,0,12M,792k,397k,564k,0,0,5950,7018
14,6,0,80,0,13M,1584k,229k,438k,0,0,4801,5177
22,7,3,68,0,12M,1408k,381k,556k,0,0,5914,6969
19,6,0,75,0,12M,1172k,316k,563k,0,0,5672,6162
18,8,4,70,0,11M,4720k,238k,413k,0,0,5647,6560
17,7,2,74,0,11M,1612k,154k,353k,0,0,4717,5052
21,7,0,73,0,12M,528k,306k,536k,0,0,5581,6072
18,6,1,75,0,13M,1304k,211k,412k,0,0,5347,6098
19,6,1,73,0,13M,1684k,131k,327k,0,0,4650,5348
17,7,1,75,0,12M,756k,423k,611k,0,0,6374,7366
18,7,0,75,0,13M,836k,363k,521k,0,0,5325,5531
19,7,0,74,0,12M,1892k,417k,583k,0,0,5991,6653
18,8,0,73,0,12M,596k,343k,553k,0,0,6144,6941
18,8,0,74,0,12M,1120k,285k,492k,0,0,5345,5692
20,8,1,71,0,13M,268k,302k,551k,0,0,5481,5832
19,7,0,74,0,12M,596k,372k,555k,0,0,5835,6278
16,7,0,77,0,12M,2072k,418k,576k,0,0,5422,6007
18,6,2,74,0,12M,1540k,287k,482k,0,0,5488,6048
17,6,0,77,0,13M,692k,281k,527k,0,0,5896,6525
9,4,6,81,0,12M,2740k,62k,172k,0,0,2627,3605
17,7,0,75,0,12M,456k,277k,529k,0,0,5416,5684
16,7,1,77,0,13M,912k,364k,583k,0,0,5816,6652
18,7,1,74,0,12M,912k,378k,509k,0,0,5907,6755
19,6,0,74,0,12M,996k,396k,625k,0,0,5879,6423
15,5,0,80,0,13M,1028k,290k,475k,0,0,5962,7609
20,8,1,71,0,12M,1360k,389k,566k,0,0,5705,6072
17,7,0,76,0,11M,2868k,411k,637k,0,0,6302,7031
19,6,1,74,0,12M,1544k,298k,428k,0,0,6248,7566
18,7,0,75,0,12M,3204k,112k,289k,0,0,6922,9534
18,5,2,74,0,10M,6604k,264k,407k,0,0,8414,12k
18,6,0,76,0,12M,1948k,129k,312k,0,0,7383,10k
9,4,1,86,0,9920k,8668k,132k,236k,0,0,6407,9858
17,7,0,76,0,12M,1168k,378k,629k,0,0,8948,12k
17,6,0,77,0,12M,1576k,375k,539k,0,0,8745,12k
17,7,0,76,0,12M,2536k,376k,572k,0,0,8617,12k
18,6,0,77,0,13M,1780k,346k,572k,0,0,8925,12k
18,6,0,77,0,12M,2448k,351k,502k,0,0,8641,12k
18,6,0,76,0,13M,1228k,287k,550k,0,0,8770,12k
