Start,repl8,repl9,rticket,wticket,ocursors,aconn,pf,memo,dd,bytescurrentused,readq,writeq
12:53:01.297696062,3000,4000,7,14,1,787,0,2625,2194600045,2680668874,0,0
12:53:02.349926211,4000,5000,7,11,1,787,0,2632,2203168570,2686976786,0,0
12:53:03.365551096,4000,5000,4,13,1,787,0,2639,2211366580,2695279669,0,0
12:53:04.842042092,2000,4000,5,14,1,787,0,2647,2219466223,2702551481,0,0
12:53:05.873820314,3000,6000,3,14,1,787,0,2656,2231719778,2713839529,0,0
12:53:07.081802508,3000,5000,7,11,1,787,0,2667,2245786975,2725276618,0,0
12:53:08.104918124,4000,6000,8,12,1,787,0,2676,2255964004,2734046303,0,0
12:53:09.804484844,4000,5000,7,10,1,787,0,2683,2266567242,2742988404,0,0
12:53:10.839564492,3000,5000,9,8,1,787,0,2693,2276902606,2752341988,0,0
12:53:11.828107258,4000,6000,4,12,1,787,0,2701,2287373672,2761857029,0,0
12:53:13.441432351,4000,6000,4,12,1,787,0,2714,2303581014,2776328399,0,0
12:53:14.682349837,5000,5000,5,11,1,787,0,2721,2312012781,2783259462,0,0
12:53:15.743718768,4000,6000,4,11,1,787,0,2731,2325096773,2794300716,0,0
12:53:16.760147130,4000,5000,6,11,1,787,0,2739,2334348491,2801964051,0,0
12:53:17.769620063,5000,6000,1,0,1,787,0,2744,2339393253,2805862395,0,16
12:53:18.786075018,4000,6000,6,11,1,787,0,2747,2345459174,2812084913,0,0
12:53:19.803130156,5000,7000,5,10,1,787,0,2755,2354295272,2819199121,0,0
12:53:20.868265673,4000,7000,1,0,1,787,0,2759,2358241972,2822482163,0,16
12:53:21.860748395,5000,7000,4,14,1,787,0,2765,2367421220,2830828807,0,0
12:53:22.997702748,2000,5000,6,9,1,787,0,2775,2380268279,2841700102,0,0
12:53:24.041849519,3000,6000,8,11,1,787,0,2786,2394456353,2853447670,0,0
12:53:25.109191214,3000,4000,8,8,1,787,0,2794,2405305645,2862973724,0,0
12:53:26.175289419,4000,5000,6,11,1,787,0,2804,2416499641,2872017974,0,0
12:53:27.239612462,3000,5000,6,9,1,787,0,2811,2424893080,2879021338,0,0
12:53:28.305530301,4000,6000,8,9,1,787,0,2819,2436102597,2888778139,0,0
12:53:29.621509949,3000,5000,5,11,1,787,0,2832,2452207821,2901732597,0,0
12:53:30.769630358,4000,4000,6,12,1,787,0,2840,2462508743,2909587034,0,0
12:53:31.747599009,5000,5000,6,12,1,787,0,2847,2471034760,2917097205,0,0
12:53:33.592697998,3000,7000,5,11,1,787,0,2853,2479679009,2924130416,0,0
12:53:34.812183942,2000,8000,4,11,1,787,0,2864,2492500000,2935845334,0,0
12:53:35.840510361,3000,9000,6,10,1,787,0,2873,2504460530,2945683346,0,0
12:53:36.887010950,3000,7000,4,10,1,787,0,2882,2515886062,2955207748,0,0
12:53:38.298052149,5000,8000,5,15,1,787,0,2894,2531487655,2969526679,0,0
12:53:39.342124258,5000,6000,5,11,1,787,0,2905,2544690817,2980019646,0,0
12:53:40.386023436,6000,7000,4,12,1,787,0,2914,2556648588,2989014567,0,16
12:53:41.417547126,6000,6000,1,0,1,787,0,2916,2560079115,2991289096,0,0
12:53:42.448975103,8000,8000,7,10,1,787,0,2923,2569295233,2998606775,0,16
12:53:43.470939648,3000,8000,1,10,1,787,0,2925,2572845267,3001743095,0,0
12:53:45.052173447,3000,6000,7,11,1,787,0,2934,2583604462,3010762711,0,0
12:53:46.090441272,4000,7000,8,12,1,787,0,2942,2595127065,3020827167,0,0
12:53:47.108324253,3000,7000,7,10,1,787,0,2951,2606346315,3031386990,0,0
12:53:48.230266308,4000,8000,4,9,1,787,0,2960,2617048632,3040566198,0,0
12:53:49.190669680,5000,7000,3,11,1,787,0,2969,2628725747,3049690676,0,0
12:53:50.144171855,6000,8000,6,11,1,787,0,2974,2637104051,3056227794,0,0
12:53:51.128249372,4000,7000,4,11,1,787,0,2983,2647901670,3065911652,0,0
12:53:52.321021794,5000,8000,6,10,1,787,0,2990,2658102406,3074875255,0,0
12:53:53.598085399,5000,6000,8,10,1,787,0,3003,2672704851,3088807591,0,0
12:53:54.915222253,4000,7000,1,0,1,787,0,3007,2677504332,3092197495,0,0
12:53:55.930579848,6000,8000,5,12,1,787,0,3013,2685927637,3100127232,0,0
12:53:57.610721974,4000,7000,3,9,1,787,0,3021,2696868186,3109525515,0,0
12:53:58.721255059,5000,5000,7,11,1,787,0,3030,2709956318,3120596573,0,0
12:53:59.729990562,2000,6000,2,15,1,787,0,3040,2723563221,3131571080,0,0
12:54:00.768790408,3000,3000,6,9,1,787,0,3050,2736297799,3143159689,0,0
12:54:01.767296292,4000,4000,1,16,1,787,0,3058,2745214532,3150013783,0,0
12:54:02.764970796,5000,5000,2,1,1,787,0,3063,2750895348,3154689900,0,16
12:54:03.756826875,6000,6000,5,9,1,787,0,3068,2759577292,3162452753,0,0
12:54:04.780002205,4000,7000,5,15,1,787,0,3075,2767396201,3169457182,0,0
12:54:05.791400883,5000,8000,6,10,1,787,0,3081,2774007250,3174399117,0,0
12:54:06.797739006,3000,7000,1,16,1,787,0,3082,2777543209,3177503685,0,0
12:54:07.819096149,4000,8000,7,12,1,787,0,3088,2786325289,3185863561,0,0
12:54:08.826286636,4000,7000,7,15,1,787,0,3098,2798726283,3196531695,0,0
12:54:09.829467106,5000,8000,1,0,1,787,0,3103,2803209597,3199847401,0,16
12:54:10.806307818,6000,6000,1,0,1,787,0,3104,2804630124,3201026546,0,16
12:54:11.902791669,7000,8000,6,9,1,787,0,3108,2810881641,3206508979,0,0
12:54:13.149142027,6000,9000,6,12,1,787,0,3117,2821587975,3216235908,0,16
12:54:14.146745329,6000,9000,1,0,1,787,0,3118,2822914011,3217103339,0,0
12:54:15.153538790,3000,8000,4,11,1,787,0,3126,2831619696,3225390784,0,0
12:54:16.152208840,4000,9000,4,13,1,787,0,3136,2842505039,3235257588,0,0
12:54:17.180928433,3000,7000,10,11,1,787,0,3144,2854123332,3245376667,0,0
12:54:18.192454376,4000,8000,3,11,1,787,0,3152,2865174953,3254847624,0,0
12:54:19.221184744,5000,5000,6,11,1,787,0,3162,2874735221,3263580464,0,0
12:54:20.447359866,6000,6000,5,15,1,787,0,3172,2887581493,3275606278,0,0
12:54:21.497556303,5000,7000,5,12,1,787,0,3179,2896248615,3282291714,0,0
12:54:22.524537679,6000,8000,4,9,1,787,0,3186,2906231518,3291358969,0,0
12:54:23.527864750,6000,7000,5,12,1,787,0,3193,2914749294,3298871570,0,0
12:54:24.796900634,3000,5000,5,12,1,787,0,3204,2927887134,3310776767,0,0
12:54:25.824096246,4000,6000,1,1,1,787,0,3208,2931075839,3313356788,0,15
12:54:26.840947153,5000,5000,6,10,1,787,0,3212,2937912726,3319413753,0,0
12:54:27.842710710,6000,6000,6,11,1,787,0,3220,2948713331,3329021261,0,0
12:54:28.838861727,5000,7000,8,15,1,787,0,3230,2960571459,3339515980,0,0
12:54:29.868658802,6000,8000,2,0,1,787,0,3235,2966056900,3343655157,0,16
12:54:30.878134507,5000,6000,4,11,1,787,0,3241,2974930489,3351947050,0,0
12:54:31.996964175,6000,6000,1,0,1,787,0,3245,2979399889,3354948580,0,0
12:54:33.012719091,4000,8000,5,13,1,787,0,3249,2987702756,3362432261,0,0
12:54:34.141832150,5000,9000,6,12,1,787,0,3259,2999554875,3372847682,0,16
12:54:35.178078462,4000,9000,1,0,1,787,0,3261,3000912216,3373814992,0,0
12:54:36.196123397,6000,11000,4,14,1,787,0,3269,3010438041,3382395987,0,0
12:54:37.214686639,4000,7000,4,13,1,787,0,3277,3022088341,3392030097,0,0
12:54:38.375604035,5000,5000,6,11,1,787,0,3285,3031686360,3400476802,0,0
12:54:39.809809593,4000,6000,6,10,1,787,0,3291,3038537616,3406660786,0,0
12:54:41.059886183,4000,6000,5,12,1,787,0,3299,3050932435,3417394251,0,0
12:54:42.094634417,5000,7000,3,13,1,787,0,3310,3065295377,3429387998,0,0
12:54:43.105801492,6000,6000,8,11,1,787,0,3318,3074419809,3437727555,0,16
12:54:44.631305512,6000,7000,6,9,1,787,0,3325,3082235971,3444670223,0,0
12:54:45.645411750,5000,8000,4,12,1,787,0,3331,3089181850,3451284749,0,0
12:54:47.157630764,5000,7000,6,15,1,787,0,3340,3103206171,3461855945,0,16
12:54:48.212842302,6000,8000,1,0,1,787,0,3342,3105953575,3463721246,0,0
12:54:49.200179403,4000,7000,7,8,1,787,0,3350,3116832593,3473776943,0,0
12:54:50.219142803,5000,8000,6,10,1,787,0,3357,3126487357,3480912658,0,16
12:54:51.343247163,6000,6000,1,0,1,787,0,3359,3128976817,3483130878,0,0
12:54:52.363274451,7000,7000,4,11,1,787,0,3364,3136226479,3489099592,0,0
12:54:53.591487688,4000,8000,4,12,1,787,0,3374,3148716996,3499871527,0,0
12:54:54.807152006,3000,6000,7,12,1,787,0,3383,3161451866,3510322826,0,0
12:54:55.837146967,4000,7000,7,10,1,787,0,3393,3174796766,3521920116,0,0
12:54:56.977417148,5000,6000,4,11,1,787,0,3401,3183984558,3530080316,0,0
12:54:57.987192627,5000,6000,1,0,1,787,0,3404,3186787584,3531916312,0,0
12:54:58.990068361,5000,7000,3,12,1,787,0,3408,3194769068,3538390374,0,3
12:55:00.013378046,5000,7000,1,0,1,787,0,3411,3197073732,3540078125,0,0
12:55:01.007462186,5000,7000,7,10,1,787,0,3417,3206216105,3547497895,0,0
12:55:02.050180640,6000,8000,1,0,1,787,0,3419,3208418478,3549462710,0,0
12:55:03.352006086,2000,7000,6,11,1,787,0,3428,3222454489,3560928011,0,0
12:55:04.388297697,3000,8000,8,12,1,787,0,3435,3232014624,3569329857,0,0
12:55:05.398804279,3000,8000,8,11,1,787,0,3445,3243243007,3579925010,0,0
12:55:06.447459360,4000,9000,6,13,1,787,0,3454,3254294172,3589309342,0,0
12:55:07.575904040,5000,5000,6,10,1,787,0,3460,3262412906,3595961601,0,0
12:55:08.822821659,4000,6000,1,1,1,787,0,3462,3264086316,3597271450,0,15
12:55:09.825218612,5000,7000,6,9,1,787,0,3467,3269731467,3602487644,0,0
12:55:10.827682622,6000,7000,10,11,1,787,0,3475,3283013812,3613805689,0,0
12:55:12.121397091,7000,8000,6,10,1,787,0,3480,3290181012,3618982533,0,0
12:55:13.436952939,5000,8000,5,13,1,787,0,3492,3304155659,3631923870,0,0
12:55:14.468754305,6000,9000,5,10,1,787,0,3499,3313265481,3639691395,0,0
12:55:15.458470233,5000,7000,5,6,1,787,0,3508,3324553634,3649803631,0,0
12:55:16.500255713,6000,8000,11,8,1,787,0,3517,3336095006,3658975245,0,0
12:55:17.524281633,6000,7000,1,10,1,787,0,3520,3337989203,3660636690,0,15
12:55:18.550214226,7000,8000,2,10,1,787,0,3521,3339978131,3662529184,0,0
12:55:19.732592289,4000,8000,4,13,1,787,0,3527,3350106885,3670698669,0,0
12:55:20.747699724,6000,10000,5,1,1,787,0,3532,3355947803,3675569576,0,0
12:55:22.324962016,7000,11000,5,12,1,787,0,3538,3363031812,3681827591,0,16
12:55:23.329392181,5000,7000,1,0,1,787,0,3540,3365683610,3684463556,0,0
12:55:24.331565247,7000,9000,5,11,1,787,0,3546,3374266144,3692226501,0,0
12:55:25.538720004,2000,9000,5,13,1,787,0,3553,3384096215,3699924124,0,0
12:55:26.556080871,3000,10000,4,13,1,787,0,3562,3394262494,3708718313,0,0
12:55:27.580147925,4000,11000,6,7,1,787,0,3566,3400090768,3713870285,0,0
12:55:29.119380037,4000,6000,8,8,1,787,0,3572,3408126829,3721670219,0,0
12:55:30.334340725,5000,7000,7,9,1,787,0,3580,3419345237,3730674153,0,0
12:55:31.358835919,3000,6000,6,11,1,787,0,3589,3427989358,3737999441,0,0
12:55:32.382932417,4000,7000,4,9,1,787,0,3592,3433065968,3742481498,0,0
12:55:33.383623351,4000,5000,5,11,1,787,0,3595,3438718662,3747554587,0,0
12:55:34.425074083,5000,6000,8,12,1,787,0,3604,3449074274,3756588891,0,0
12:55:35.420859300,5000,5000,2,16,1,787,0,3609,3456227360,3762426835,0,0
12:55:36.434954482,6000,6000,1,16,1,787,0,3615,3463112913,3769535905,0,0
12:55:37.502407016,6000,6000,7,7,1,787,0,3622,3472705417,3776452301,0,16
12:55:38.503390706,6000,6000,1,7,1,787,0,3623,3474347534,3777942743,0,16
12:55:39.521487659,8000,8000,1,10,1,787,0,3624,3476904395,3779872685,0,0
12:55:41.056538242,7000,10000,1,0,1,787,0,3629,3482259075,3784449229,0,5
12:55:42.294352590,8000,11000,1,0,1,787,0,3631,3484564102,3787065914,0,0
12:55:43.290228490,4000,9000,5,13,1,787,0,3637,3493113030,3793548698,0,17
12:55:44.286098822,4000,9000,1,0,1,787,0,3638,3494321158,3794343999,0,16
12:55:45.275186195,2000,6000,1,0,1,787,0,3639,3497162115,3797073685,0,0
12:55:46.272150920,3000,7000,7,14,1,787,0,3648,3509002469,3806989800,0,0
12:55:47.282582414,2000,2000,7,7,1,787,0,3656,3519486115,3815343221,0,0
12:55:48.270846736,3000,3000,6,12,1,787,0,3662,3526969522,3822014044,0,0
12:55:49.406915242,3000,4000,9,8,1,787,0,3669,3537867057,3830125117,0,0
12:55:50.403457857,4000,5000,6,11,1,787,0,3676,3547149960,3838902614,0,0
12:55:51.415625386,3000,5000,6,14,1,787,0,3685,3557345105,3847730559,0,0
12:55:52.421471979,4000,6000,3,13,1,787,0,3690,3565960742,3854770884,0,0
12:55:53.431643641,4000,5000,7,8,1,787,0,3696,3574211708,3861108776,0,0
